mst_card_id,mst_idol_id,mst_costume_id,bonus_costume_id,rank5_costume_id,resource_id,rarity,idol_type,level_max,life,vocal_base,vocal_max,vocal_master_bonus,dance_base,dance_max,dance_master_bonus,visual_base,visual_max,visual_master_bonus,skill_level_max,awakening_gauge_max,master_rank_max,cheer_point,mst_center_effect_id,mst_card_skill_id_list,ex_type,variation,master_lesson_begin_date,training_item_list,begin_date,sort_id,card_category,extend_card_level_max,extend_card_life,extend_card_vocal_max,extend_card_vocal_master_bonus,extend_card_dance_max,extend_card_dance_master_bonus,extend_card_visual_max,extend_card_visual_master_bonus,is_master_lesson_five_available,barrier_mission_list,training_point,sign_type,sign_type2
310,2,20104020,20104021,0,002chi0064,4,2,90,40,2492,5607,168,1950,4388,132,1340,3016,90,10,300,4,0,2302,123,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,307000,33,90,40,5607,168,4388,132,3016,90,FALSE,,0,0,0
311,3,20104030,20104031,0,003mik0064,4,3,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,3304,124,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,308000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
312,4,20104040,20104041,0,004yuk0074,4,1,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,1301,123,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,309000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
313,5,20104050,20104051,0,005yay0064,4,3,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,3303,125,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,310000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
314,6,20104060,20104061,0,006mak0064,4,1,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,1303,124,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,311000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
315,7,20104070,20104071,0,007ior0074,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2301,124,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,312000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
316,8,20104080,20104081,0,008tak0084,4,2,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,2302,125,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,313000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
317,9,20104090,20104091,0,009rit0074,4,2,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,2303,126,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,314000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
318,10,20104100,20104101,0,010azu0084,4,3,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,3302,126,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,315000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
319,11,20104110,20104111,0,011ami0084,4,3,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,3301,127,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,316000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
320,12,20104120,20104121,0,012mam0074,4,3,90,40,1950,4388,132,2492,5607,168,1340,3016,90,10,300,4,0,3301,128,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,317000,33,90,40,4388,132,5607,168,3016,90,FALSE,,0,0,0
321,13,20104130,20104131,0,013hib0074,4,1,90,40,1950,4388,132,2492,5607,168,1340,3016,90,10,300,4,0,1303,125,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,318000,33,90,40,4388,132,5607,168,3016,90,FALSE,,0,0,0
322,14,20104140,20104141,0,014mir0074,4,1,90,40,1950,4388,132,2492,5607,168,1340,3016,90,10,300,4,0,1301,126,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,319000,33,90,40,4388,132,5607,168,3016,90,FALSE,,0,0,0
323,15,20104150,20104151,0,015siz0074,4,2,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,2302,127,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,320000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
324,16,20104160,20104161,0,016tsu0074,4,3,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,3304,129,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,321000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
325,17,20104170,20104171,0,017kth0064,4,1,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,1302,127,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,322000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
326,18,20104180,20104181,0,018ele0074,4,3,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,3303,130,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,323000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
327,19,20104190,20104191,0,019min0084,4,1,90,40,2492,5607,168,1950,4388,132,1340,3016,90,10,300,4,0,1302,128,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,324000,33,90,40,5607,168,4388,132,3016,90,FALSE,,0,0,0
328,20,20104200,20104201,0,020meg0074,4,2,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,2303,128,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,325000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
329,21,20104210,20104211,0,021mat0074,4,1,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,1304,129,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,326000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
330,22,20104220,20104221,0,022ser0074,4,3,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,3301,131,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,327000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
331,23,20104230,20104231,0,023aka0074,4,3,90,40,1950,4388,132,2492,5607,168,1340,3016,90,10,300,4,0,3303,122,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,328000,33,90,40,4388,132,5607,168,3016,90,FALSE,,0,0,0
332,24,20104240,20104241,0,024ann0064,4,3,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,3304,123,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,329000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
333,25,20104250,20104251,0,025roc0074,4,2,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,2301,129,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,330000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
334,26,20104260,20104261,0,026yur0074,4,1,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,1304,130,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,331000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
335,27,20104270,20104271,0,027say0074,4,1,90,40,2492,5607,168,1950,4388,132,1340,3016,90,10,300,4,0,1301,122,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,332000,33,90,40,5607,168,4388,132,3016,90,FALSE,,0,0,0
336,28,20104280,20104281,0,028ari0074,4,1,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,1301,123,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,333000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
337,29,20104290,20104291,0,029umi0074,4,1,90,40,1950,4388,132,2492,5607,168,1340,3016,90,10,300,4,0,1303,124,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,334000,33,90,40,4388,132,5607,168,3016,90,FALSE,,0,0,0
338,30,20104300,20104301,0,030iku0074,4,1,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,1303,125,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,335000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
339,31,20104310,20104311,0,031tom0074,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2304,130,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,336000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
340,32,20104320,20104321,0,032emi0084,4,1,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,1304,126,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,337000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
341,33,20104330,20104331,0,033sih0084,4,2,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,2302,131,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,338000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
342,34,20104340,20104341,0,034ayu0064,4,2,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,2303,122,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,339000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
343,35,20104350,20104351,0,035hin0064,4,3,90,40,2492,5607,168,1950,4388,132,1340,3016,90,10,300,4,0,3302,124,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,340000,33,90,40,5607,168,4388,132,3016,90,FALSE,,0,0,0
344,36,20104360,20104361,0,036kan0074,4,1,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,1302,127,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,341000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
345,37,20104370,20104371,0,037nao0084,4,1,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,1302,128,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,342000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
346,38,20104380,20104381,0,038chz0074,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2304,123,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,343000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
347,39,20104390,20104391,0,039kon0084,4,3,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,3304,125,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,344000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
348,40,20104400,20104401,0,040tam0064,4,3,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,3303,126,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,345000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
349,41,20104410,20104411,0,041fuk0064,4,3,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,3301,127,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,346000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
350,42,20104420,20104421,0,042miy0074,4,3,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,3302,128,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,347000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
351,43,20104430,20104431,0,043nor0074,4,1,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,1304,129,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,348000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
352,44,20104440,20104441,0,044miz0084,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2301,124,5,8,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,349000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
353,45,20104450,20104451,0,045kar0064,4,3,90,40,1340,3016,90,1950,4388,132,2492,5607,168,10,300,4,0,3304,129,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,350000,33,90,40,3016,90,4388,132,5607,168,FALSE,,0,0,0
354,46,20104460,20104461,0,046rio0074,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2304,125,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,351000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
355,47,20104470,20104471,0,047sub0074,4,2,90,40,1340,3016,90,2492,5607,168,1950,4388,132,10,300,4,0,2303,126,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,352000,33,90,40,3016,90,5607,168,4388,132,FALSE,,0,0,0
356,48,20104480,20104481,0,048rei0064,4,3,90,40,2492,5607,168,1950,4388,132,1340,3016,90,10,300,4,0,3301,130,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,353000,33,90,40,5607,168,4388,132,3016,90,FALSE,,0,0,0
357,49,20104490,20104491,0,049mom0064,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2301,127,5,6,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,354000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
358,50,20104500,20104501,0,050jul0074,4,2,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,2302,128,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,355000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
359,51,20104510,20104511,0,051tmg0074,4,2,90,40,1950,4388,132,1340,3016,90,2492,5607,168,10,300,4,0,2304,129,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,356000,33,90,40,4388,132,3016,90,5607,168,FALSE,,0,0,0
360,52,20104520,20104521,0,052kao0074,4,3,90,40,2492,5607,168,1340,3016,90,1950,4388,132,10,300,4,0,3302,131,5,7,0001-01-01T00:00:00+0000,,2020-06-29T00:00:00+0800,357000,33,90,40,5607,168,3016,90,4388,132,FALSE,,0,0,0
361,4,30102040,30102041,0,004yuk0084,4,1,90,40,2415,5434,163,1693,3809,114,3130,7042,211,10,400,4,0,1404,222,0,8,0001-01-01T00:00:00+0000,,2020-07-12T15:00:00+0800,361000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
362,24,30102240,30102241,0,024ann0074,4,3,90,40,3119,7017,211,2400,5400,162,1680,3780,113,10,400,4,0,3402,113,0,7,0001-01-01T00:00:00+0000,,2020-07-12T15:00:00+0800,362000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
363,1,0,0,0,001har0083,3,1,70,35,1888,4406,132,1325,3092,93,2454,5725,172,10,300,4,0,1306,504,0,8,0001-01-01T00:00:00+0000,,2020-07-12T15:00:00+0800,363000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
364,23,0,0,0,023aka0082,2,3,50,30,1799,4497,135,1383,3458,104,968,2420,73,10,200,4,0,3202,102,0,8,0001-01-01T00:00:00+0000,,2020-07-12T15:00:00+0800,364000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
365,51,0,0,0,051tmg0083,3,2,70,35,1893,4416,132,2459,5737,172,1329,3102,93,10,300,4,0,2303,107,0,8,0001-01-01T00:00:00+0000,,2020-07-13T15:00:00+0800,365000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
366,14,0,0,0,014mir0083,3,1,70,35,1328,3098,93,2460,5741,172,1897,4426,133,10,300,4,0,1303,617,0,8,0001-01-01T00:00:00+0000,,2020-07-13T15:00:00+0800,366000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
367,2,0,0,0,002chi0072,2,2,50,30,969,2422,73,1803,4508,135,1385,3462,104,10,200,4,0,2205,303,0,7,0001-01-01T00:00:00+0000,,2020-07-13T15:00:00+0800,367000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
368,20,30102200,30102201,0,020meg0084,4,2,90,40,2403,5406,162,3119,7017,211,1685,3792,114,10,400,4,0,2403,120,0,8,0001-01-01T00:00:00+0000,,2020-07-21T15:00:00+0800,368000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
369,26,30102260,30102261,0,026yur0084,4,1,90,40,1680,3780,113,2405,5411,162,3124,7030,211,10,400,4,0,1404,115,0,8,0001-01-01T00:00:00+0000,,2020-07-21T15:00:00+0800,369000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
370,35,0,0,0,035hin0073,3,3,70,35,1322,3084,93,1899,4431,133,2456,5731,172,10,300,4,0,3305,306,0,7,0001-01-01T00:00:00+0000,,2020-07-21T15:00:00+0800,370000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
371,47,40122470,40122471,0,047sub0083,3,2,70,35,2714,6332,190,1462,3412,102,2086,4867,146,10,300,4,0,2302,207,2,8,2021-01-28T12:00:00+0800,,2020-07-21T15:00:00+0800,371000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
372,45,0,0,0,045kar0073,3,3,70,35,1377,3212,96,2567,5990,180,1965,4586,138,10,300,4,0,3305,406,3,7,2021-01-28T12:00:00+0800,,2020-07-21T15:00:00+0800,372000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
373,201,40123900,40123901,0,201xxx0013,3,5,70,35,2559,5972,179,1969,4594,138,1377,3212,96,10,300,4,0,5301,108,6,1,0001-01-01T00:00:00+0000,,2020-07-21T15:00:00+0800,373000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
374,18,30102180,30102181,0,018ele0084,4,3,90,40,3130,7042,211,1692,3806,114,2411,5425,163,10,400,4,0,3402,215,0,8,0001-01-01T00:00:00+0000,,2020-07-31T15:00:00+0800,374000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
375,33,30102330,30102331,0,033sih0094,4,2,90,40,2408,5417,163,1686,3793,114,3127,7035,211,10,400,4,0,2404,121,0,9,0001-01-01T00:00:00+0000,,2020-07-31T15:00:00+0800,375000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
376,6,0,0,0,006mak0073,3,1,70,35,2565,5984,180,1378,3216,96,1977,4614,138,10,300,4,0,1302,105,0,7,0001-01-01T00:00:00+0000,,2020-07-31T15:00:00+0800,376000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
377,36,40122360,40122361,0,036kan0083,3,1,70,35,2713,6330,190,2092,4881,146,1467,3423,103,10,300,4,0,1302,210,2,8,2021-02-14T00:00:00+0800,,2020-08-03T15:00:00+0800,377000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
378,16,0,0,0,016tsu0083,3,3,70,35,1970,4596,138,2557,5966,179,1385,3232,97,10,300,4,0,3306,504,3,8,2021-02-14T00:00:00+0800,,2020-08-03T15:00:00+0800,378000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
379,2,30102020,30102021,0,002chi0084,4,2,90,40,1694,3811,114,2417,5439,163,3141,7068,212,10,400,4,0,2404,221,0,8,0001-01-01T00:00:00+0000,,2020-08-14T15:00:00+0800,382000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
380,19,30102190,30102191,0,019min0094,4,1,90,40,1689,3800,114,3121,7022,211,2403,5407,162,10,400,4,0,1403,120,0,9,0001-01-01T00:00:00+0000,,2020-08-14T15:00:00+0800,383000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
381,5,0,0,0,005yay0073,3,3,70,35,1890,4411,132,1899,4432,133,1892,4414,132,10,300,4,0,3305,404,0,7,0001-01-01T00:00:00+0000,,2020-08-14T15:00:00+0800,384000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
382,44,0,0,0,044miz0092,2,2,50,30,1182,2955,89,1592,3981,119,1386,3464,104,10,200,4,0,2206,602,0,9,0001-01-01T00:00:00+0000,,2020-08-14T15:00:00+0800,385000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
383,10,0,0,0,010azu0093,3,3,70,35,1894,4420,133,1329,3102,93,2457,5733,172,10,300,4,0,3304,111,0,9,0001-01-01T00:00:00+0000,,2020-08-13T15:00:00+0800,379000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
384,50,0,0,0,050jul0083,3,2,70,35,2462,5744,172,1893,4417,133,1325,3092,93,10,300,4,0,2306,617,0,8,0001-01-01T00:00:00+0000,,2020-08-13T15:00:00+0800,380000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
385,30,0,0,0,030iku0082,2,1,50,30,1802,4506,135,974,2436,73,1384,3461,104,10,200,4,0,1202,102,0,8,0001-01-01T00:00:00+0000,,2020-08-13T15:00:00+0800,381000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
386,41,30102410,30102411,0,041fuk0074,4,3,90,40,1685,3792,114,2410,5423,163,3119,7018,211,10,400,4,0,3404,115,0,7,0001-01-01T00:00:00+0000,,2020-08-20T15:00:00+0800,386000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
387,27,30102270,30102271,0,027say0084,4,1,90,40,3120,7020,211,1685,3792,114,2406,5413,162,10,400,4,0,1402,120,0,8,0001-01-01T00:00:00+0000,,2020-08-20T15:00:00+0800,387000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
388,37,0,0,0,037nao0093,3,1,70,35,1889,4407,132,2465,5751,173,1331,3106,93,10,300,4,0,1306,504,0,9,0001-01-01T00:00:00+0000,,2020-08-20T15:00:00+0800,388000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
389,29,40123290,40123291,0,029umi0083,3,1,70,35,1464,3415,102,2101,4903,147,2714,6332,190,10,300,4,0,1304,211,2,8,2021-02-27T12:00:00+0800,,2020-08-20T15:00:00+0800,389000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
390,20,0,0,0,020meg0093,3,2,70,35,1385,3231,97,2556,5965,179,1976,4611,138,10,300,4,0,2306,504,3,9,2021-02-27T12:00:00+0800,,2020-08-20T15:00:00+0800,390000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
391,21,30102210,30102211,0,021mat0084,4,1,90,40,1688,3799,114,3133,7049,211,2411,5424,163,10,400,4,0,1403,215,0,8,0001-01-01T00:00:00+0000,,2020-08-31T15:00:00+0800,391000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
392,40,30102400,30102401,0,040tam0074,4,3,90,40,2407,5415,162,3130,7042,211,1691,3804,114,10,400,4,0,3403,120,0,7,0001-01-01T00:00:00+0000,,2020-08-31T15:00:00+0800,392000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
393,38,0,0,0,038chz0083,3,2,70,35,1389,3240,97,1977,4612,138,2565,5984,180,10,300,4,0,2304,109,0,8,0001-01-01T00:00:00+0000,,2020-08-31T15:00:00+0800,393000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
394,31,40125310,40125311,0,031tom0083,3,2,70,35,2097,4893,147,1473,3438,103,2714,6333,190,10,300,4,0,2304,210,2,8,2021-02-27T00:00:00+0800,,2020-09-03T15:00:00+0800,394000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
395,48,0,0,0,048rei0073,3,3,70,35,1966,4588,138,2563,5981,179,1385,3232,97,10,300,4,0,3306,615,3,7,2021-02-27T00:00:00+0800,,2020-09-03T15:00:00+0800,395000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
396,12,30102120,30102121,0,012mam0084,4,3,90,40,3136,7057,212,2418,5441,163,1693,3810,114,10,400,4,0,3402,222,0,8,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,396000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
397,49,30102490,30102491,0,049mom0074,4,2,90,40,3124,7030,211,2404,5409,162,1688,3799,114,10,400,4,0,2402,121,0,7,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,397000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
398,29,0,0,0,029umi0093,3,1,70,35,1898,4429,133,1889,4408,132,1899,4431,133,10,300,4,0,1305,306,0,9,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,398000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
399,32,0,0,0,032emi0092,2,1,50,30,1386,3466,104,972,2430,73,1806,4516,135,10,200,4,0,1205,402,0,9,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,399000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
400,26,0,0,0,026yur0093,3,1,70,35,1322,3085,93,2464,5749,172,1889,4408,132,10,300,4,0,1303,107,0,9,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,400000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
401,34,0,0,0,034ayu0073,3,2,70,35,1890,4410,132,2463,5746,172,1327,3096,93,10,300,4,0,2306,615,0,7,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,401000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
402,16,0,0,0,016tsu0092,2,3,50,30,1391,3477,104,1390,3474,104,1387,3468,104,10,200,4,0,3206,603,0,9,0001-01-01T00:00:00+0000,,2020-09-12T15:00:00+0800,402000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
403,42,30102420,30102421,0,042miy0084,4,3,90,40,3128,7038,211,1683,3786,114,2404,5408,162,10,400,4,0,3402,121,0,8,0001-01-01T00:00:00+0000,,2020-09-21T15:00:00+0800,403000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
404,46,30102460,30102461,0,046rio0084,4,2,90,40,2401,5402,162,1691,3804,114,3127,7036,211,10,400,4,0,2404,115,0,8,0001-01-01T00:00:00+0000,,2020-09-21T15:00:00+0800,404000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
405,15,0,0,0,015siz0083,3,2,70,35,2464,5749,172,1329,3102,93,1892,4415,132,10,300,4,0,2306,504,0,8,0001-01-01T00:00:00+0000,,2020-09-21T15:00:00+0800,405000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
406,52,40126520,40126521,0,052kao0083,3,3,70,35,2722,6351,191,1473,3438,103,2099,4897,147,10,300,4,0,3302,205,2,8,2021-03-26T12:00:00+0800,,2020-09-21T15:00:00+0800,406000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
407,24,0,0,0,024ann0083,3,3,70,35,1389,3240,97,2557,5966,179,1976,4610,138,10,300,4,0,3305,406,3,8,2021-03-26T12:00:00+0800,,2020-09-21T15:00:00+0800,407000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
408,5,30102050,30102051,0,005yay0084,4,3,90,40,3810,8573,257,2557,5754,173,1301,2928,88,10,400,4,0,3408,224,4,8,2020-09-28T15:00:00+0800,,2020-09-28T15:00:00+0800,408000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
409,7,30103070,30103071,0,007ior0084,4,2,90,40,2560,5760,173,3800,8550,257,1276,2872,86,10,400,4,0,2409,225,4,8,2020-09-28T15:00:00+0800,,2020-09-28T15:00:00+0800,409000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
